platform_ID,platform_name,industry,home_country_name,home_country_iso3c,developer_portal_url,PLAT,PLAT_Notes,search_status
PE186,SVEN Scandinavia Ltd,PE,Russia,RUS,,NONE,"SVEN - Russian audio brand, no public API",NO_PORTAL
PE187,SZ DJI Technology Co Ltd,PE,China,CHN,https://developer.dji.com/,REGISTRATION,DJI Developer - Mobile/Payload/Cloud SDKs for drones,COMPLETE
PE193,Telefunken Licenses GmbH,PE,Germany,DEU,,NONE,"Telefunken - German electronics, no developer API",NO_PORTAL
PE195,Tinno Mobile Technology Corp,PE,China,CHN,,NONE,"Tinno Mobile - ODM manufacturer, no public API",NO_PORTAL
PE197,TomTom International BV,PE,Netherlands,NLD,https://developer.tomtom.com/,REGISTRATION,"TomTom Developer Portal - Maps, Navigation, Traffic APIs",COMPLETE
PE201,Trust International BV,PE,Netherlands,NLD,,NONE,"Trust International - PC peripherals, no developer API",NO_PORTAL
PE203,Tura Group AB,PE,Sweden,SWE,,NONE,"Tura Group - Nordic distributor, no developer platform",NO_PORTAL
PE204,U Watch (HK) Co Ltd,PE,Hong Kong SAR China,HKG,,NONE,"U Watch - smartwatch brand, no public API",NO_PORTAL
PE205,Unibell Argentina SA,PE,Argentina,ARG,,NONE,"Unibell Argentina - regional electronics, no API",NO_PORTAL
PE206,Urbanista AB,PE,Sweden,SWE,,NONE,"Urbanista - headphones, no public developer API",NO_PORTAL
PE210,Western Digital Corp,PE,United States,USA,https://developer.westerndigital.com/,PUBLIC,WD Developer - iXpand SDK and My Cloud API,COMPLETE
PE212,Withings SA,PE,France,FRA,https://developer.withings.com/,REGISTRATION,Withings Partner Hub - health device API with OAuth,COMPLETE
PE215,XPLORA Mobile AS,PE,Norway,NOR,,NONE,"XPLORA - kids smartwatch, no public developer API",NO_PORTAL
PE216,Yandex NV,PE,Russia,RUS,https://yandex.com/dev/,PUBLIC,"Yandex Technologies - Maps, Translation, Games SDKs",COMPLETE
PE219,Zepp Health Corp,PE,China,CHN,https://developer.zepp.com/,PUBLIC,Zepp OS Developer - smartwatch app development,COMPLETE
PE221,Zound Industries International AB,PE,Sweden,SWE,,NONE,"Zound Industries - audio brands (Marshall/Urbanista), no API",NO_PORTAL
TG1,4M Industrial Development Ltd,TG,Hong Kong SAR China,HKG,,NONE,"4M Industrial - educational toys, no developer API",NO_PORTAL
TG2,999 Games BV,TG,Netherlands,NLD,,NONE,"999 Games - Dutch games, no developer API",NO_PORTAL
TG10,Alpha Group,TG,China,CHN,,NONE,"Alpha Group - Chinese toys, no public API",NO_PORTAL
TG14,Amigo Spiel + Freizeit Gmbh,TG,Germany,DEU,,NONE,"Amigo Spiel - German board games, no API",NO_PORTAL
TG23,Artsana Gruppo,TG,Italy,ITA,,NONE,"Artsana (Chicco) - baby products, no API",NO_PORTAL
TG24,Aurora World Corp,TG,South Korea,KOR,,NONE,"Aurora World - plush toys, no API",NO_PORTAL
TG27,BanBao Co Ltd,TG,China,CHN,,NONE,"BanBao - building blocks, no public API",NO_PORTAL
TG28,Beijing PopMart Culture Creative Co Ltd,TG,China,CHN,,NONE,"Pop Mart - collectible toys, no public API",NO_PORTAL
TG35,Bestway Inflatables & Material Corp,TG,China,CHN,,NONE,"Bestway - inflatables, no developer API",NO_PORTAL
TG38,Biemme SpA,TG,Italy,ITA,,NONE,"Biemme - Italian toys, no developer API",NO_PORTAL
TG42,Bojeux,TG,Canada,CAN,,NONE,"Bojeux - Canadian toys, no developer API",NO_PORTAL
TG49,BRUDER Spielwaren GmbH + Co KG,TG,Germany,DEU,,NONE,"BRUDER - German toy vehicles, no API",NO_PORTAL
TG51,Build-A-Bear Workshop Inc,TG,United States,USA,,NONE,"Build-A-Bear - plush toys, no public API",NO_PORTAL
TG53,Bullyland GmbH,TG,Germany,DEU,,NONE,"Bullyland - figurines, no developer API",NO_PORTAL
TG56,Bushiroad Inc,TG,Japan,JPN,,NONE,"Bushiroad - TCG company, no public developer API",NO_PORTAL
TG68,Castor Drukarnia i Wydawnictwo Sp j,TG,Poland,POL,,NONE,"Castor - Polish puzzles, no API",NO_PORTAL
TG74,Cepia LLC,TG,United States,USA,,NONE,"Cepia (ZhuZhu Pets) - toys, no API",NO_PORTAL
TG86,Clementoni SpA,TG,Italy,ITA,,NONE,"Clementoni - Italian toys, no API",NO_PORTAL
TG87,Cobi SA,TG,Poland,POL,,NONE,"Cobi - Polish building blocks, no API",NO_PORTAL
TG112,Diset SA,TG,Spain,ESP,,NONE,"Diset - Spanish games, no developer API",NO_PORTAL
TG114,Djeco SAS,TG,France,FRA,,NONE,"Djeco - French educational toys, no API",NO_PORTAL
TG115,Dolu Oyuncak San ve Tic AS,TG,Turkey,TUR,,NONE,"Dolu Oyuncak - Turkish toys, no API",NO_PORTAL
TG116,Donerland Co Ltd,TG,South Korea,KOR,,NONE,"Donerland - Korean toys, no developer API",NO_PORTAL
TG119,"Dream Makers, Group of Cos",TG,Belarus,BLR,,NONE,"Dream Makers - Belarusian toys, no API",NO_PORTAL
TG120,DreamWorks Animation SKG Inc,TG,United States,USA,,NONE,"DreamWorks Animation - content licensing, no public API",NO_PORTAL
TG127,Edu-Science (HK) Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Edu-Science - educational toys, no API",NO_PORTAL
TG134,Embracer Group AB,TG,Sweden,SWE,,NONE,"Embracer Group - holding company, no developer portal",NO_PORTAL
TG138,Epoch Co Ltd,TG,Japan,JPN,,NONE,"Epoch - Japanese toys, no public API",NO_PORTAL
TG140,Faber-Castell AG,TG,Germany,DEU,,NONE,"Faber-Castell - art supplies, no developer API",NO_PORTAL
TG154,Franckh-Kosmos Verlags-GmbH & CO KG,TG,Germany,DEU,,NONE,"Kosmos - German science kits/games, no API",NO_PORTAL
TG158,Funko LLC,TG,United States,USA,,NONE,"Funko - collectibles, no developer API",NO_PORTAL
TG159,Funtime Toys Co Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Funtime Toys - HK toys, no API",NO_PORTAL
TG160,Funville Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Funville - HK toys, no API",NO_PORTAL
TG163,Genius Toy Taiwan Co Ltd,TG,Taiwan,TWN,,NONE,"Genius Toy Taiwan - toys, no API",NO_PORTAL
TG164,Geobra Brandstätter GmbH & Co KG,TG,Germany,DEU,,NONE,"Playmobil (Geobra) - toys, no public developer API",NO_PORTAL
TG166,Giochi Preziosi SpA,TG,Italy,ITA,,NONE,"Giochi Preziosi - Italian toys, no API",NO_PORTAL
TG170,Goliath BV,TG,Netherlands,NLD,,NONE,"Goliath - Dutch games, no developer API",NO_PORTAL
TG174,Good Time Holding GmbH,TG,Germany,DEU,,NONE,"Good Time Holding - toys, no API",NO_PORTAL
TG179,Granna Sp zoo,TG,Poland,POL,,NONE,"Granna - Polish games, no developer API",NO_PORTAL
TG183,Grow'n Up Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Grow'n Up - playground equipment, no API",NO_PORTAL
TG187,Guangdong Alpha Animation & Culture Co Ltd,TG,China,CHN,,NONE,"Alpha Animation - Chinese toys, no API",NO_PORTAL
TG189,Guangdong Huile Toys Industrial Co Ltd,TG,China,CHN,,NONE,"Huile Toys - Chinese toys, no API",NO_PORTAL
TG190,Guangdong Loongon Animation & Culture Co Ltd,TG,China,CHN,,NONE,"Loongon Animation - Chinese toys, no API",NO_PORTAL
TG191,Guangdong Qman Toys Industry Co Ltd,TG,China,CHN,,NONE,"Qman Toys - Chinese building blocks, no API",NO_PORTAL
TG199,Habermaass GmbH,TG,Germany,DEU,,NONE,"HABA - German wooden toys, no API",NO_PORTAL
TG202,Hallmark Cards Inc,TG,United States,USA,,NONE,"Hallmark Cards - greeting cards, no public API",NO_PORTAL
TG207,Hape Holding AG,TG,Germany,DEU,,NONE,"Hape - wooden toys, no developer API",NO_PORTAL
TG210,Hasbro Inc,TG,United States,USA,,NONE,"Hasbro - works through licensing, no public developer API",NO_PORTAL
TG214,Heinz Kettler GmbH & Co KG,TG,Germany,DEU,,NONE,"Kettler - sports equipment, no API",NO_PORTAL
TG216,Henes Co Ltd,TG,South Korea,KOR,,NONE,"Henes - Korean ride-on toys, no API",NO_PORTAL
TG223,Hornby Plc,TG,United Kingdom,GBR,,NONE,"Hornby - model railways, no public API",NO_PORTAL
TG224,Hot Toys Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Hot Toys - collectible figures, no API",NO_PORTAL
TG225,HTI Group,TG,United Kingdom,GBR,,NONE,"HTI Group - UK toys, no developer API",NO_PORTAL
TG228,Hudora GmbH,TG,Germany,DEU,,NONE,"Hudora - sports equipment, no API",NO_PORTAL
TG231,iCom SpA,TG,Chile,CHL,,NONE,"iCom SpA - Chilean toys, no API",NO_PORTAL
TG237,IMC Toys SA,TG,Spain,ESP,,NONE,"IMC Toys - Spanish toys, no developer API",NO_PORTAL
TG240,Industrial Juguetera SA,TG,Spain,ESP,,NONE,"Industrial Juguetera - Spanish toys, no API",NO_PORTAL
TG246,Intex Recreation Corp,TG,United States,USA,,NONE,"Intex Recreation - inflatable products, no API",NO_PORTAL
TG248,JAKKS Pacific Inc,TG,United States,USA,,NONE,"JAKKS Pacific - toys, no public developer API",NO_PORTAL
TG249,James Galt & Co Ltd,TG,United Kingdom,GBR,,NONE,"James Galt - UK toys, no developer API",NO_PORTAL
TG251,Jazwares Inc,TG,United States,USA,,NONE,"Jazwares Inc - toys, no public API",NO_PORTAL
TG252,Jazwares LLC,TG,United States,USA,,NONE,"Jazwares LLC - toys, no public API",NO_PORTAL
TG255,Jellycat Toy Co Ltd,TG,United Kingdom,GBR,,NONE,"Jellycat - plush toys, no developer API",NO_PORTAL
TG260,John GmbH,TG,Germany,DEU,,NONE,"John GmbH - sports toys, no API",NO_PORTAL
TG263,Jouets Ecoiffier SAS,TG,France,FRA,,NONE,"Ecoiffier - French toys, no developer API",NO_PORTAL
TG264,Jovi SA,TG,Spain,ESP,,NONE,"Jovi - art supplies, no API",NO_PORTAL
TG273,Jumbo Spiele GmbH,TG,Germany,DEU,,NONE,"Jumbo Spiele - German games, no API",NO_PORTAL
TG277,K'NEX Industries Ltd,TG,United States,USA,,NONE,"K'NEX - building toys, no developer API",NO_PORTAL
TG278,K's Kids Inc,TG,Hong Kong SAR China,HKG,,NONE,"K's Kids - baby toys, no API",NO_PORTAL
TG282,Kawada Co Ltd,TG,Japan,JPN,,NONE,"Kawada - Japanese toys, no developer API",NO_PORTAL
TG283,Kayou (Shanghai) Cultural Creativity Co Ltd,TG,China,CHN,,NONE,"Kayou - Chinese collectibles, no API",NO_PORTAL
TG290,Kiddieland Toys Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Kiddieland - ride-on toys, no API",NO_PORTAL
TG293,Kids II Inc,TG,United States,USA,,NONE,"Kids II - baby products, no developer API",NO_PORTAL
TG295,Kinlea Holdings Pty Ltd,TG,Australia,AUS,,NONE,"Kinlea Holdings - Australian toys, no API",NO_PORTAL
TG307,La nuova Faro Srl,TG,Italy,ITA,,NONE,"La nuova Faro - Italian toys, no API",NO_PORTAL
TG310,LaRose Industries LLC,TG,United States,USA,,NONE,"LaRose Industries - toys, no developer API",NO_PORTAL
TG317,Libellud,TG,France,FRA,,NONE,"Libellud - French board games, no API",NO_PORTAL
TG320,Liscianigiochi Spa,TG,Italy,ITA,,NONE,"Lisciani - Italian educational toys, no API",NO_PORTAL
TG326,Magarete Steiff GmbH,TG,Germany,DEU,,NONE,"Steiff - plush toys, no developer API",NO_PORTAL
TG328,Magic Box Int Toys SLU,TG,Spain,ESP,,NONE,"Magic Box - collectibles, no public API",NO_PORTAL
TG331,Maison Joseph Battat Ltd,TG,Canada,CAN,,NONE,"Battat - Canadian toys, no developer API",NO_PORTAL
TG332,Malte Haaning Plastic A/S,TG,Denmark,DNK,,NONE,"Hama Beads - craft beads, no API",NO_PORTAL
TG340,Mattel Inc,TG,United States,USA,,NONE,"Mattel - works through partnerships, no public developer API",NO_PORTAL
TG341,May Cheong Group,TG,Hong Kong SAR China,HKG,,NONE,"May Cheong Group - die-cast toys, no API",NO_PORTAL
TG343,Mcfarlane Worldwide Inc,TG,United States,USA,,NONE,"McFarlane Toys - action figures, no API",NO_PORTAL
TG349,Melissa & Doug LLC,TG,United States,USA,,NONE,"Melissa & Doug - wooden toys, no API",NO_PORTAL
TG351,MGA Entertainment Inc,TG,United States,USA,,NONE,"MGA Entertainment - toys, no public API",NO_PORTAL
TG353,Mimiworld Co Ltd,TG,South Korea,KOR,,NONE,"Mimiworld - Korean toys, no developer API",NO_PORTAL
TG356,Mirae N Co Ltd,TG,South Korea,KOR,,NONE,"Mirae N - Korean educational, no API",NO_PORTAL
TG358,Moltó y Cía SA,TG,Spain,ESP,,NONE,"Molto - Spanish toys, no developer API",NO_PORTAL
TG359,Mondo SpA,TG,Italy,ITA,,NONE,"Mondo - Italian toys, no API",NO_PORTAL
TG360,Mookie Toys Ltd,TG,United Kingdom,GBR,,NONE,"Mookie Toys - UK outdoor toys, no API",NO_PORTAL
TG361,Moose Toys Pty Ltd,TG,Australia,AUS,,NONE,"Moose Toys - Australian toys, no API",NO_PORTAL
TG370,National Geographic Society,TG,United States,USA,,NONE,"National Geographic Society - media org, no official public API",NO_PORTAL
TG373,New Bright Industrial Co Ltd,TG,Hong Kong SAR China,HKG,,NONE,"New Bright - RC toys, no developer API",NO_PORTAL
TG378,NICI GmbH,TG,Germany,DEU,,NONE,"NICI - German plush, no API",NO_PORTAL
TG396,Peg Perego Pines SpA,TG,Italy,ITA,,NONE,"Peg Perego - ride-on toys, no API",NO_PORTAL
TG400,People Co Ltd,TG,Japan,JPN,,NONE,"People Co - Japanese baby toys, no API",NO_PORTAL
TG406,Pilot Ink Co Ltd,TG,Japan,JPN,,NONE,"Pilot Ink - FriXion pens, no developer API",NO_PORTAL
TG412,PlayGo Toys Mfg Ltd,TG,Hong Kong SAR China,HKG,,NONE,"PlayGo - educational toys, no API",NO_PORTAL
TG413,Playgro PTY Ltd,TG,Australia,AUS,,NONE,"Playgro - baby toys, no developer API",NO_PORTAL
TG414,Playmates Toys Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Playmates Toys - action figures, no API",NO_PORTAL
TG425,Prime Time Toys LLC,TG,United States,USA,,NONE,"Prime Time Toys - water toys, no API",NO_PORTAL
TG426,Private Label,TG,United States,USA,,NONE,"Private Label - store brands, no API",NO_PORTAL
TG431,Quercetti & C SpA,TG,Italy,ITA,,NONE,"Quercetti - Italian educational toys, no API",NO_PORTAL
TG433,Radio Flyer Inc,TG,United States,USA,,NONE,"Radio Flyer - wagons/ride-ons, no API",NO_PORTAL
TG435,Rainbow Spa,TG,Italy,ITA,,NONE,"Rainbow Spa - Italian toys, no developer API",NO_PORTAL
TG436,Rainbow Srl,TG,Italy,ITA,,NONE,"Rainbow Srl - Winx Club, no public API",NO_PORTAL
TG438,Rastar Group,TG,China,CHN,,NONE,"Rastar - RC cars, no developer API",NO_PORTAL
TG439,Ravensburger AG,TG,Germany,DEU,,NONE,"Ravensburger - board games/puzzles, no public developer API",NO_PORTAL
TG446,Redwood Ventures Ltd LLC,TG,United States,USA,,NONE,"Redwood Ventures - toys, no API",NO_PORTAL
TG449,RenArt,TG,Belgium,BEL,,NONE,"RenArt - Belgian toys, no developer API",NO_PORTAL
TG450,Revell Carrera GmbH,TG,Germany,DEU,,NONE,"Revell Carrera - model kits, no API",NO_PORTAL
TG452,Roi Visual Co Ltd,TG,South Korea,KOR,,NONE,"Roi Visual - Korean animation, no API",NO_PORTAL
TG453,Rovio Entertainment Ltd,TG,Finland,FIN,,NONE,"Rovio - now owned by Sega, no public developer API",NO_PORTAL
TG455,Rubie's Costume Co Inc,TG,United States,USA,,NONE,"Rubie's Costume - costumes, no API",NO_PORTAL
TG460,Sanrio Co Ltd,TG,Japan,JPN,,NONE,"Sanrio - Hello Kitty, works through licensing, no public API",NO_PORTAL
TG461,Schleich GmbH,TG,Germany,DEU,,NONE,"Schleich - figurines, no developer API",NO_PORTAL
TG462,Schmidt Spiele GmbH,TG,Germany,DEU,,NONE,"Schmidt Spiele - German games, no API",NO_PORTAL
TG463,Science4you SA,TG,Portugal,PRT,,NONE,"Science4you - science kits, no API",NO_PORTAL
TG465,Selecta Spielzeug AG,TG,Germany,DEU,,NONE,"Selecta Spielzeug - wooden toys, no API",NO_PORTAL
TG467,SES Nederland BV,TG,Netherlands,NLD,,NONE,"SES Creative - craft toys, no API",NO_PORTAL
TG476,Shantou MZ Model Co Ltd,TG,China,CHN,,NONE,"MZ Model - RC toys, no developer API",NO_PORTAL
TG478,Sieper GmbH,TG,Germany,DEU,,NONE,"Sieper (SIKU) - die-cast toys, no API",NO_PORTAL
TG480,Silverlit Toys Manufactory Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Silverlit - RC toys, no developer API",NO_PORTAL
TG481,Simba-Dickie Group GmbH,TG,Germany,DEU,,NONE,"Simba-Dickie - German toys, no API",NO_PORTAL
TG483,Simbat Toys OOO,TG,Russia,RUS,,NONE,"Simbat Toys - Russian toys, no API",NO_PORTAL
TG488,Sonokong Co Ltd,TG,South Korea,KOR,,NONE,"Sonokong - Korean toys, no developer API",NO_PORTAL
TG497,"Step 2 Co LLC, The",TG,United States,USA,,NONE,"Step2 - outdoor play, no developer API",NO_PORTAL
TG502,Sunman Group,TG,Turkey,TUR,,NONE,"Sunman Group - Turkish toys, no API",NO_PORTAL
TG505,Syma Model Aircraft Industrial Co Ltd,TG,China,CHN,,NONE,"Syma - RC drones, no public API",NO_PORTAL
TG508,Tamiya Inc,TG,Japan,JPN,,NONE,"Tamiya - model kits, no developer API",NO_PORTAL
TG516,Theo Klein GmbH,TG,Germany,DEU,,NONE,"Theo Klein - toy tools, no developer API",NO_PORTAL
TG523,Tiny Love Ltd,TG,Israel,ISR,,NONE,"Tiny Love - baby toys, no API",NO_PORTAL
TG527,Tomy Co Ltd,TG,Japan,JPN,,NONE,"Tomy - Japanese toys, no public API",NO_PORTAL
TG531,Toy State Industrial Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Toy State - electronic toys, no API",NO_PORTAL
TG533,ToyKraft Pvt Ltd,TG,India,IND,,NONE,"ToyKraft - Indian toys, no developer API",NO_PORTAL
TG541,Trefl SA,TG,Poland,POL,,NONE,"Trefl - Polish puzzles/games, no API",NO_PORTAL
TG544,Tru Kids Inc,TG,United States,USA,,NONE,"Tru Kids (Toys R Us) - retail, no API",NO_PORTAL
TG546,Tucker Toys Inc,TG,United States,USA,,NONE,"Tucker Toys - toys, no developer API",NO_PORTAL
TG548,Ty Inc,TG,United States,USA,,NONE,"Ty Inc - Beanie Babies, no public API",NO_PORTAL
TG557,VTech Holdings Ltd,TG,Hong Kong SAR China,HKG,,NONE,"VTech - consumer electronics toys, no official public API",NO_PORTAL
TG558,Vulli SAS,TG,France,FRA,,NONE,"Vulli (Sophie) - baby toys, no API",NO_PORTAL
TG560,Wader & Wozniak Sp zoo,TG,Poland,POL,,NONE,"Wader - Polish toys, no developer API",NO_PORTAL
TG561,Welly Die Casting Fty Ltd,TG,Hong Kong SAR China,HKG,,NONE,"Welly - die-cast toys, no API",NO_PORTAL
TG562,Wham-O Inc,TG,United States,USA,,NONE,"Wham-O - outdoor toys, no developer API",NO_PORTAL
TG564,Wiener Spielkartenfabrik Ferd Piatnik & Söhne,TG,Austria,AUT,,NONE,"Piatnik - Austrian cards/games, no API",NO_PORTAL
TG574,WowWee Group Ltd,TG,Hong Kong SAR China,HKG,https://wowwee.com/about/labs,PUBLIC,"WowWee Labs - robotics toy SDKs for MiP, Chip, REV on GitHub",COMPLETE
TG576,XinYu Art Toys Co Ltd,TG,China,CHN,,NONE,"XinYu Art Toys - Chinese toys, no API",NO_PORTAL
TG580,Zapf Creation AG,TG,Germany,DEU,,NONE,"Zapf Creation - dolls, no developer API",NO_PORTAL
TG588,Zuru Inc,TG,New Zealand,NZL,,NONE,"Zuru - NZ toys, no public developer API",NO_PORTAL
TR1,Aegean Airlines SA,TR,Greece,GRC,,NONE,Aegean Airlines - no public developer API,NO_PORTAL
TR3,Aeroenlaces Nacionales SA de CV,TR,Mexico,MEX,,NONE,VivaAerobus - no public developer API,NO_PORTAL
TR4,Aeroflot Rossiyskiye Avialinii PAO,TR,Russia,RUS,,NONE,Aeroflot - no public developer API,NO_PORTAL
TR5,Aerolíneas Argentinas SA,TR,Argentina,ARG,,NONE,Aerolíneas Argentinas - no public developer API,NO_PORTAL
TR7,Aerovias de Mexico SA de CV,TR,Mexico,MEX,,NONE,Aeromexico - no public developer API,NO_PORTAL
TR10,Air Arabia PJSC,TR,United Arab Emirates,ARE,,NONE,Air Arabia - no public developer API,NO_PORTAL
TR11,Air Canada Inc,TR,Canada,CAN,https://ndc.aircanada.com/,RESTRICTED,Air Canada API access requires direct contract and certification through GDS partners.,NO_PORTAL
TR12,Air China Co Ltd,TR,China,CHN,,NONE,Air China - no public developer API,NO_PORTAL
TR14,Air France-KLM Group SA,TR,France,FRA,https://developer.airfranceklm.com/,REGISTRATION,Air France-KLM Developer Portal - NDC APIs free for travel agencies,COMPLETE
TR15,Air India Ltd,TR,India,IND,,NONE,Air India - no public developer API,NO_PORTAL
TR18,Air New Zealand Ltd,TR,New Zealand,NZL,,NONE,Air New Zealand - no public developer API,NO_PORTAL
TR21,Air Philippines Corp,TR,Philippines,PHL,,NONE,Air Philippines - no public developer API,NO_PORTAL
TR27,Al Tayyar Travel Group Holding Co,TR,Saudi Arabia,SAU,,NONE,"Al Tayyar Travel - travel agency, no developer API",NO_PORTAL
TR28,Alaska Airlines Inc,TR,United States,USA,,NONE,Alaska Airlines - no public developer API,NO_PORTAL
TR33,American Airlines Group Inc,TR,United States,USA,https://directconnect.aa.com/,REGISTRATION,American Airlines NDC Direct Connect - requires partner registration,COMPLETE
TR34,Anex Tourism Group,TR,Turkey,TUR,,NONE,ANEX Tourism Group - no public developer API,NO_PORTAL
TR36,Arkia Israeli Airlines Ltd,TR,Israel,ISR,,NONE,Arkia Airlines - no public developer API,NO_PORTAL
TR39,Asiana Airlines Inc,TR,South Korea,KOR,,NONE,Asiana Airlines - no public developer API,NO_PORTAL
TR41,Azul Linhas Aéreas Brasileiras SA,TR,Brazil,BRA,,NONE,Azul Airlines - no public developer API,NO_PORTAL
TR42,Bangkok Airways PCL,TR,Thailand,THA,,NONE,Bangkok Airways - no public developer API,NO_PORTAL
TR47,Bulgarian Airways Group EAD,TR,Bulgaria,BGR,,NONE,Bulgaria Air - no public developer API,NO_PORTAL
TR48,Cathay Pacific Airways Ltd,TR,Hong Kong SAR China,HKG,,NONE,Cathay Pacific - no public developer API,NO_PORTAL
TR49,Cebu Air Inc,TR,Philippines,PHL,,NONE,Cebu Pacific - no public developer API,NO_PORTAL
TR50,Cemair (Pty) Ltd,TR,South Africa,ZAF,,NONE,Cemair - no public developer API,NO_PORTAL
TR51,China Airlines Ltd,TR,Taiwan,TWN,,NONE,China Airlines - no public developer API,NO_PORTAL
TR52,China Eastern Airlines Corp Ltd,TR,China,CHN,,NONE,China Eastern - no public developer API,NO_PORTAL
TR53,China Southern Airlines Co Ltd,TR,China,CHN,,NONE,China Southern - no public developer API,NO_PORTAL
TR56,Compagnia Aerea Italiana SpA,TR,Italy,ITA,,NONE,Alitalia/ITA - no public developer API,NO_PORTAL
TR57,Condor Flugdienst GmbH,TR,Germany,DEU,,NONE,Condor - no public developer API,NO_PORTAL
TR58,Copa Holdings SA,TR,Panama,,,NONE,Copa Airlines - no public developer API,NO_PORTAL
TR61,Delta Air Lines Inc,TR,United States,USA,https://apiportal.delta.com/,NONE,Reclassified to NONE (Feb 2026): Delta developer portal (developer.delta.com) no longer resolves. Gemini verification returned UNCERTAIN - portal taken down.,COMPLETE
TR62,Dubai Aviation Corp,TR,United Arab Emirates,ARE,,NONE,FlyDubai - no public developer API,NO_PORTAL
TR67,easyJet plc,TR,United Kingdom,GBR,,NONE,easyJet - no public developer API,NO_PORTAL
TR68,EgyptAir Co,TR,Egypt,EGY,,NONE,EgyptAir - no public developer API,NO_PORTAL
TR69,El Al Israel Airlines Ltd,TR,Israel,ISR,,NONE,El Al - no public developer API,NO_PORTAL
TR70,Emirates Group Plc,TR,United Arab Emirates,ARE,https://developer.emirates.group/,REGISTRATION,Emirates Developer Portal - B2B API for partners,COMPLETE
TR71,Enter Air Sp zoo,TR,Poland,POL,,NONE,Enter Air - no public developer API,NO_PORTAL
TR72,Ethiopian Airlines Group,TR,Ethiopia,,,NONE,Ethiopian Airlines - no public developer API,NO_PORTAL
TR73,Etihad Aviation Group,TR,United Arab Emirates,ARE,,NONE,Etihad Airways - no public developer API,NO_PORTAL
TR75,Finnair Oyj,TR,Finland,FIN,,NONE,Finnair - no public developer API,NO_PORTAL
TR76,FLC Group,TR,Vietnam,VNM,,NONE,FLC (Bamboo Airways) - no public developer API,NO_PORTAL
TR81,Garuda Indonesia Tbk PT,TR,Indonesia,IDN,,NONE,Garuda Indonesia - no public developer API,NO_PORTAL
TR84,Globalia Group,TR,Spain,ESP,,NONE,Globalia (Air Europa) - no public developer API,NO_PORTAL
TR85,GOL Linhas Aéreas Inteligentes SA,TR,Brazil,BRA,,NONE,GOL Airlines - no public developer API,NO_PORTAL
TR87,Gulf Air Co LLC,TR,Bahrain,,,NONE,Gulf Air - no public developer API,NO_PORTAL
TR92,HiSky Europe SRL,TR,Romania,ROU,,NONE,HiSky - no public developer API,NO_PORTAL
TR95,Hong Kong Airlines Ltd,TR,Hong Kong SAR China,HKG,,NONE,Hong Kong Airlines - no public developer API,NO_PORTAL
TR99,InterGlobe Enterprises Pvt Ltd,TR,India,IND,,NONE,IndiGo (InterGlobe) - no public developer API,NO_PORTAL
TR100,International Consolidated Airlines Group SA,TR,Spain,ESP,https://developer.iairgroup.com/,REGISTRATION,"IAG Developer Portal (BA, Iberia, Aer Lingus) - NDC API",COMPLETE
TR102,Israir Airlines & Tourism Ltd,TR,Israel,ISR,,NONE,Israir Airlines - no public developer API,NO_PORTAL
TR103,Italia Trasporto Aereo SpA,TR,Italy,ITA,,NONE,ITA Airways - no public developer API,NO_PORTAL
TR104,Japan Airlines Co Ltd,TR,Japan,JPN,,NONE,Japan Airlines - no public developer API,NO_PORTAL
TR106,Jet2 Plc,TR,United Kingdom,GBR,,NONE,Jet2 - no public developer API,NO_PORTAL
TR107,JetBlue Airways Corp,TR,United States,USA,,NONE,JetBlue - no public developer API,NO_PORTAL
TR109,JetSMART Airlines SpA,TR,Chile,CHL,,NONE,JetSMART - no public developer API,NO_PORTAL
TR110,Jetstar Asia Airways Pte Ltd,TR,Singapore,SGP,,NONE,Jetstar Asia - no public developer API,NO_PORTAL
TR113,Jin Air Co Ltd,TR,South Korea,KOR,,NONE,Jin Air - no public developer API,NO_PORTAL
TR115,Kenya Airways Ltd,TR,Kenya,KEN,,NONE,Kenya Airways - no public developer API,NO_PORTAL
TR116,Korean Air Lines Co Ltd,TR,South Korea,KOR,,NONE,Korean Air - no public developer API,NO_PORTAL
TR117,LATAM Airlines Group SA,TR,Chile,CHL,,NONE,LATAM Airlines - no public developer API,NO_PORTAL
TR118,Lion Air Group,TR,Indonesia,IDN,,NONE,Lion Air - no public developer API,NO_PORTAL
TR119,Malaysia Airlines Berhad,TR,Malaysia,MYS,,NONE,Malaysia Airlines - no public developer API,NO_PORTAL
TR121,National Air Services (NAS),TR,Saudi Arabia,SAU,,NONE,NAS (Flynas) - no public developer API,NO_PORTAL
TR125,Nok Airlines PCL,TR,Thailand,THA,,NONE,Nok Airlines - no public developer API,NO_PORTAL
TR127,Norwegian Air Shuttle ASA,TR,Norway,NOR,,NONE,Norwegian Air Shuttle - no public developer API,NO_PORTAL
